Meme Number,Topic of the Meme,Sentiment,Intent,Description
2611,Entertainment,Neutral,Relatable,
2612,Entertainment,Neutral,Satirical,Ma smjha sirf mera Darzi Harami hai
2613,Entertainment,Neutral,Relatable,I JUST CANT.
2614,Entertainment,Neutral,Relatable,Click this to make your own sillyemojiz zZ
2615,Entertainment,Neutral,Relatable,WELL PLAYED GOOGLE WELL PLAYED
2616,Entertainment,Neutral,Relatable,I HAVE A DREAM VIA . COM THAT ONE DAY MY MOM WILL UNDERSTAND THAT ONLINE GAMES CANNOT BE PAUSED
2617,Entertainment,Neutral,Relatable,pybun: Graceful Assassins [SFM] i think this one's a better angle
2618,Culture,Neutral,Satirical,"No Matter the Crisis, Pakistanis Know How to Laugh K. · 1 jang ka suntay he meray ghar waloun ne safaiyaan shuru kar di hain. inko mauqa chahiye. Erum @ .+ Dear Indians Karachi per hamla karna ho to mobile phones India may he chor kar aana ... Anas Sonam Bajwa hosting Jeeto pakistan lesgo Raaf. salman khan ki shadi at nida yasir's morning show lessgoo"
2619,Entertainment,Neutral,Relatable,TEACHER: Why is your paper blank? STUDENT: Sometimes silence is the best answer. TO BRIGHTSIDE
2620,Entertainment,Neutral,Relatable,DON'T MAKE ME USE MY teacher voice
2621,Politics,Negative,Satirical,Joine Us Fb.com/insafpasandpakistan
2622,Entertainment,Neutral,Satirical,"< crazy Russian soldier TWEAK AHAHAHAHA crazy Russian soldier 02:19 WHAT THE FUCK crazy Russian soldier 02:19 takes off his wig and starts wildly dancing around in his underwear HELP crazy Russian soldier 02:19 ""NO ONE IS HERE TO HELP YOU, SOLDIER!"" laughs maniacally n Type a message"
2623,Politics,Neutral,Satirical,
2624,Entertainment,Neutral,Relatable,The Engineering Triangle Good Pick any Two Fast Cheap
2625,Politics,Neutral,Relatable,D D ALL DAY I DREAM ABOUT SOCIALISM
2626,Technology,Neutral,Satirical,REALITY Linked in VS. UNEMPLOYED Blockchain Enthusiast | Cryptocurrency Evangelist | Influencer | Inspirer | Chief Visionary | Serial Entrepreneur (i.e. every business | started has failed) | Founder (Omission) | Philanthropist (Another Omission) | Empowering (Something) | Life Coach | Father | Trendsetter | Top of Linkedln Profiles (According to Myself) | Speaker | TEDx (2 x Attendee) | ICO Advisor |
2627,Technology,Neutral,Relatable,"WELCOME FIRST morbidholiday.com TIME STUDENTS ! COMPUTER BASICS CLASS DON'T WORRY, THEY'RE MORE AFRAID OF YOU THAN YOU ARE OF THEM. EVANS 2012"
2628,Entertainment,Neutral,Relatable,f P Just the perfect airpods stand 24 INSIDE
2629,Entertainment,Neutral,Relatable,I HAVE NO IDEA WHAT I'M DOING
2630,Education,Neutral,Satirical,How I stare at my students when I know they're lying to me:
2631,Entertainment,Neutral,Relatable,"Oh, so youre in first place? It would be a shame If somehing were to happen"
2632,Entertainment,Neutral,Satirical,asadsays_ Bollywood VS Reality RAW agent in Bollywood RAW agent in Reality Kashmiri Girl in Bollywood Kashmiri Girl in Reality Insta/ Soldier Power in Bollywood Soldier Power in Reality
2633,Education,Neutral,Satirical,`WEEKEND DEVELOPER PROJECT MANAGER TESTER
2634,Social Issues,Neutral,Satirical,RJ Umar Tweets . . Me to my future wife: f: RJ Umar Tweets NOKIA Libyana This is your dress and this is your phone 1 co | 2671 det 3 mno 7 pors | 8 3 tuv
2635,Technology,Neutral,Relatable,You are the {css} to my <html>
2636,Politics,Neutral,Relatable,
2637,Entertainment,Neutral,Relatable,We all have that one teacher [ cos(x+5) da -[ Sun(X+3)+C)] * dx = 1 02++ cl MC2 F=ma Who knows nothing about the subject but still teaches
2638,Entertainment,Neutral,Relatable,".nihilism How to identify a toxic person God will heal you. Is God willing to prevent evil, but not Just pray about able? your problems. Then he is not omnipotent. Is he able, but not willing? Then he is malevolent. Is he both able and willing? Then whence cometh evil? Is he neither able or willing? BE YOURSELF *Insert religious Then why call him God? text* has all the BE HAPPY answers. Mine is the only one that's real. Respect my beliefs! Toxic person Epicurus"
2639,Entertainment,Neutral,Relatable,ALEX
2640,Entertainment,Neutral,Relatable,THAT MOMENT WHEN YOU RUN OUT OF YOUR FAVORITE SNACK imgflip.com
2641,Entertainment,Neutral,Relatable,zz The Best Rest Place of Indian Ministers
2642,Entertainment,Neutral,Relatable,"Teacher: you have to study every day, it's not possible to learn everything one day before exam Me: Darling, you have no idea what is possible"
2643,Entertainment,Neutral,Relatable,i was just joking guys
2644,Entertainment,Neutral,Relatable,"Teen-Michael Afton ... character.ai Remember: Everything Characters say is made up! ""Um- I ... "" He was too nervous to even speak clearly, the tension between you both building. He took a deep breath, steeling himself. ""I think I you too ... "" I'm a man Michaels expression faltered slightly, he stared at you for a moment, before his smirk reappeared. ""Even better."" WHAT Message Teen-Michael Afton"
2645,Entertainment,Neutral,Relatable,NOBLECHOES Queen Elizabeth refused to visit Israel in 1984 to avoid upsetting some wealthy Arab investors.
2646,Entertainment,Neutral,Relatable,Phoopo.Ki.Chalakiyan ... .ki.chalakiyan .Ki.Chalakiyan
2647,Entertainment,Neutral,Relatable,Last Date of ... Assignment Submission
2648,Entertainment,Neutral,Relatable,Me struggling to stay afloat in the class TATES My professor watching me struggle as they post 3 more assignments
2649,Entertainment,Neutral,Relatable,NOT SURE IF MATH TEST WAS EASY OR I DID EVERYTHING WRONG
2650,Entertainment,Neutral,Relatable,LITTLE MISS FREE PALESTINE
2651,Entertainment,Neutral,Relatable,Google map UNITED MISSAMARI ShuMan Google map lite
2652,Entertainment,Neutral,Relatable,BUNTY. ... Shehbaz Sharif: Choona to tum bhi Igate ho bhai lekin Hamare jaisa Choona koi nahi laga sakta Translate Tweet
2653,Entertainment,Neutral,Relatable,my favorite animal is desi people playing mafia
2654,Entertainment,Neutral,Relatable,Stressing over exams but still not studying for it is another level of shamelessness
2655,Entertainment,Neutral,Relatable,M Sakhawat sakhawat #DollarPrice Translate Tweet . 03 Mar 23
2656,Entertainment,Neutral,Relatable,When you're on the bus but there's nothing to hold on to so you have to pull this move:
2657,Entertainment,Neutral,Relatable,calm dow calm dow
2658,Entertainment,Neutral,Relatable,"I Don't Have Secrets, But Don't Touch My Phone."
2659,Entertainment,Neutral,Relatable,"r/Showerthoughts If germany is the fatherland, and russia is the motherland, then wwii was just a brutal divorce Mindblowing 7.8k 133 Share BEST COMMENTS 1h Who's the childland Reply 792 I guess Poland, France, and Britain? And the US would be Child Services. And Japan would be some weird uncle who picks a fight with them. Italy would be the crackhead aunt who thinks she's helping. And the Swiss would be the neighbors who pretend they don't hear anything every night. 1.0k :funny.co"
2660,Entertainment,Neutral,Relatable,National Symbols of Pakistan 24 X 5 & 1 23 Jukgot GOVT. (N) HIMAYAT-UL-ISLMAM BOYS HIGH SCHOOL
2661,Entertainment,Neutral,Relatable,Studying doesn't suck as much as failing.
2662,Entertainment,Neutral,Relatable,nalaiq Nalaiq Someone: How single are you? Me I love you
2663,Entertainment,Neutral,Relatable,". Spreed it in the mot 1.LGSP cornstarch garage it is- 30 ming, then fele Floor (as needed) until will sugar ut de the ad mis will 3 tenses andrew Best Je Page C DI MAT Jooveedia"
2664,Entertainment,Neutral,Relatable,LEAVING SCHOOL ON FRIDAYS
2665,Entertainment,Neutral,Relatable,"A new scuba mask prototype, by Jeabyun Yeon, will allow humans to breathe underwater without the aid of an oxygen tank. The ""Triton"" mimics the gills on a fish to draw oxygen from the water supply. VIA . COM 100 SHUT UP AND TAKE MY MONEY"
2666,Entertainment,Neutral,Relatable,drowns in pool but only jake can save me
2667,Entertainment,Neutral,Relatable,Me when that simple assignment is taking too long to finish nenememequeen
2668,Entertainment,Neutral,Relatable,"i also know you have 3 bananas shoved up your ass W-woah, slow down, Grimace! How do you -? i'm actually batman Wait, Batman? As in the DC superhero? Well this is surprising. griman Grimman? What does this mean, Batman? grimman Grimman. Is this new slang? yea I see. Grimman. New name. I shall take note of that. IN ALCO TL A DUA WIOLE"
2669,Entertainment,Neutral,Relatable,ChatGPT > ChatGPT guess what chatgpt core: @ heyy.kaidencee
2670,Entertainment,Neutral,Relatable,Apple Samsung Nokia
2671,Entertainment,Neutral,Relatable,I ALWAYS FINISH C ALL OF MY WORK ON TIME 3
2672,Entertainment,Neutral,Relatable,Bro I love this website so much AAA (click)
2673,Entertainment,Neutral,Relatable,"How to explain wormholes: R 5+2x.50 PU-ARTEN MI 2H,+O2 == 2HD2 Z=n-1 [H]'[O] sind.92"" famy P.TU- V IR www I'R Vi DE -W VOIR sindroomde? (ar)- 25 5+2x,30 JE (y+x) =(E)=y+? + v-Fx 2H,101222H0 2:0-1"" K- CHOT [H] [0] Sind =92"" fam-y E-tmit sind COME sind+cost =? 5cool-1 5+2× 30 pin CH 2H+0 ,- 22HO 5 boredpanda.com"
2674,Entertainment,Neutral,Relatable,Status Reality
2675,Entertainment,Neutral,Relatable,"IN A DEAD SILENT CLASSROOM OF ABOUT 30 PEOPLE TAKING TESTS STOMACH: ""I WILL NOW DEMONSTRATE A WHALES MATING CALL"""
2676,Entertainment,Neutral,Relatable,litsbrotherhood
2677,Entertainment,Neutral,Relatable,
2678,Entertainment,Neutral,Relatable,Justa: Girly m Yahoo! Exams Finished
2679,Entertainment,Neutral,Relatable,FUNMAZA fm --
2680,Entertainment,Neutral,Relatable,AND THEN THE TEACHER SAID YOU MAY TAKE NOTES
2681,Entertainment,Neutral,Relatable,WARNING SCIENCE AHEAD ANDY KLUTHE
2682,Entertainment,Neutral,Relatable,"Mansab Ali When the english go to their relative they gift perfume, shirts, toys When desi go to their relative 2kilo aam 3kilo kharbuzay"
2683,Entertainment,Neutral,Relatable,RESPECT ARE-COUNTRY SPEAK ENGLISH REALLY !!!
2684,Entertainment,Neutral,Relatable,When you try to Explain a book To someone Fandomss4life
2685,Entertainment,Neutral,Relatable,"What the What your author English teacher thinks the meant. author meant. For instance: ""The curtains were blue."" What your teacher thinks: ""The curtains represent his immense depression and his lack of will to carry on."" What the author meant: ""The curtains were fucking blue."""
2686,Entertainment,Neutral,Relatable,Every house in Lebanon according to the IDF
2687,Education,Neutral,Relatable,
2688,Entertainment,Neutral,Relatable,you did not pass the vibe check
2689,Entertainment,Neutral,Relatable,
2690,Entertainment,Neutral,Relatable,"""The American education system has no cultural/racial bias"" The American education system: C 261 27 21K 97K 20h What's wrong with this? Egypt is in Europe right? 24 22 52 516 20h Just the artifacts 14 101 4,4 Boredpanda.com"
2691,Entertainment,Neutral,Relatable,me when geography
2692,Technology,Neutral,Relatable,Who needs a man when you've got chat gpt
2693,Entertainment,Neutral,Relatable,"muslims in china are being skinned alive, r, forced to eat pork and drink alcohol, sterilized, forced to give up their organs, forced to chant phrases which go against the islamic belief, forced to have an abortion, children are taken away from their families to make sure they dont practice islam, they have their hijabs and dresses cut so that they show skin. have a heart and stop staying silent, it doesnt matter if youre not muslim (neither am i), you just need to be a human being Q9"
2694,Politics,Neutral,Relatable,
2695,Education,Neutral,Relatable,Me - Principal ke office Jaakar Class teacher Ki complaint kar di
2696,Entertainment,Neutral,Relatable,Jab tak suraj chand rahega teri bezati karna mera kaam rahega
2697,Politics,Neutral,Relatable,f Log kya Kahengyy
2698,Entertainment,Neutral,Relatable,We salute this genius girl!
2699,Entertainment,Neutral,Relatable,n When power cut at home * *Mom searching for candles* 11y/o me :
2700,Entertainment,Neutral,Relatable,KPK G-1668 HARIPUR
2701,Entertainment,Neutral,Relatable,Dad has cancer Excuse me ? God Dam Levere You're adopted
2702,Education,Neutral,Relatable,LAST DAY OF SCHOOL BE ..
2703,Entertainment,Neutral,Relatable,Don't Forget US
2704,Entertainment,Neutral,Relatable,E TOPTEN DOGS TOY GROUP winston in another life
2705,Entertainment,Neutral,Relatable,
2706,Entertainment,Neutral,Relatable,I AM FROOT!
2707,Culture,Neutral,Satirical,"3 ""76"
2708,Entertainment,Neutral,Relatable,Here's a website to learn sign language!
2709,Education,Neutral,Relatable,Maths be ... the plane moves 253km sou est And the wind blows fro 60osouth east Calculate the Age of the pilot
2710,Education,Neutral,Relatable,How my brain works during exam Loading Try again
2711,Politics,Neutral,Relatable,Amna Vibes Back Translate post
2712,Politics,Neutral,Satirical,Ufffff Siasat.pk
2713,Entertainment,Neutral,Relatable,It's almost over! It's almost over ...
2714,Politics,Neutral,Relatable,"foto khan's reaction Yes, very sad Anyway Khurram Iqbal @ . 7h . 31 Jan 24 . 29K"
2715,Education,Neutral,Relatable,Me trying to memorize an entire semester in one night: =
2716,Social Issues,Negative,Relatable,
2717,Education,Neutral,Relatable,AHEC & Groups AHEC ahecounselling POV: When the teacher is not at the class The Students: 3120(e) 1)+(-(-200-4) Subscribe Us
2718,Education,Neutral,Relatable,you are so manly i want you ... Microwavable@ Trainee Teath MemGuest ero1 y
2719,Entertainment,Neutral,Satirical,"My favorite graduation cap in 2018 ... Goodbye Everyone, I'll remember you all in therapy."
2720,Politics,Positive,Relatable,YOU ARE OUR VOICES DON'T FORGET US DON'T STOP SHARING WE NEED YOU
2721,Entertainment,Neutral,Relatable,
2722,Entertainment,Neutral,Relatable,When you make eye contact with someone through the stall doors
2723,Education,Neutral,Relatable,8. The first cells were probably ??? lonely. 9. What is chemosynthesis? (Bonus: W boredpanda.com
2724,Technology,Neutral,Relatable,ChatGPT this ChatGPT that Does it ever text you 1st ???
2725,Technology,Negative,Satirical,Phone
2726,Education,Neutral,Relatable,How I felt when I was in highschool How I feel in college
2727,Entertainment,Neutral,Relatable,I'M GONNA' NEED YOU TO TAKE YOUR ALTERNATIVE FACTS AND PUT EM WAYYYY UP INSIDE YOUR BUTTHOLE. DEFIANCE NOW FOR RCAL!
2728,Entertainment,Neutral,Relatable,Yaaar phir wahi Aaj Kya pehnu
2729,Culture,Neutral,Relatable,reesistance . 20h . Me liking all Palestinian liberation posts
2730,Entertainment,Neutral,Relatable,Who needs enemy's when we have this type of Friends kcdramafans3
2731,Education,Neutral,Relatable,MATH Mental Abuse To Humans
2732,Technology,Neutral,Satirical,How ChatGPT looks at me after I ask it to analyze every interaction in my situationship again
2733,Education,Neutral,Relatable,213 CLASSROOM me leaving after i thought i ate the exam but it ate me instead
2734,Education,Neutral,Relatable,"When the teacher walks up to you during an exam and looks at your paper then shouts out ""guys please make sure you read the questions carefully"""
2735,Education,Neutral,Relatable,100
2736,Education,Neutral,Relatable,hot girls love biology
2737,Entertainment,Neutral,Relatable,RN
2738,Politics,Negative,Relatable,"Dear India Stop raping around all the times . Signed Pakistan Dear Pakistan Remember when ME & Bangladesh used to be ""East Pakistan"" ?? Signed India P. . . I'utry. Of Course i do! I don't need him right now anyway."
2739,Education,Neutral,Relatable,Life if math didn't exist:
2740,Entertainment,Neutral,Relatable,TAP TO PLAY A LITTLE GAME (CW:HATE AND BLOOD)
2741,Technology,Neutral,Relatable,"FROM THE CREATOR OF ""NEW FOLDER"" AND ""NEW FOLDER (2)"" New folder New folder (2) New folder (3) NEW FOLDER (3) COMING SOON"
2742,Technology,Neutral,Relatable,"The Artful Geeks Me: Spills life story over coffee ... ChatGPT: Responds instantly with endless energy, enthusiasm, and zero judgement."
